Image Link,Name of movie,Year of release,Certificate,Runtime (min),Genre,Rating,MetaScore,Votes,Grosses,Description,Director,Stars
"https://m.media-amazon.com/images/M/MV5BZWFiZmI1MzQtYmIyMy00OGU0LWFkMTItMjQxODI4NDE0MTA4XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX140_CR0,0,140,209_AL_.jpg",La nuit américaine,1973,U,116,"Comedy, Drama, Romance",8,^^^^^^,"24,185",$0.02M,"A committed film director struggles to complete his movie while coping with a myriad of crises, personal and professional, among the cast and crew.",François Truffaut,"Jacqueline Bisset, Jean-Pierre Léaud, François Truffaut, Valentina Cortese"
"https://m.media-amazon.com/images/M/MV5BMTY1NzIxNzkzM15BMl5BanBnXkFtZTgwMzAzNjIzNjE@._V1_UY209_CR0,0,140,209_AL_.jpg",Ricki and the Flash,2015,PG-13,101,"Comedy, Drama, Music",6,54,"24,416",$26.82M,"A musician who gave up everything for her dream of rock-and-roll stardom returns home, looking to make things right with her family.",Jonathan Demme,"Meryl Streep, Kevin Kline, Mamie Gummer, Sebastian Stan"
"https://m.media-amazon.com/images/M/MV5BMTA4OTEwMzQyNjleQTJeQWpwZ15BbWU3MDc2NjEzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg",The Escapist,2008,N/A,102,"Crime, Drama, Thriller",6.7,56,"17,263",$0.01M,Frank is 14 years into a life sentence when he decides to break out of the London prison to set things right with his ill junkie daughter. He plans an ingenious escape requiring 4 inmates with different skills.,Rupert Wyatt,"Brian Cox, Damian Lewis, Joseph Fiennes, Seu Jorge"
"https://m.media-amazon.com/images/M/MV5BNGJjZTNhZjEtODA3OS00NTJhLWEwMWUtNTMwZjIzMDFhMTllXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UY209_CR0,0,140,209_AL_.jpg",The Chase,1994,PG-13,97,"Action, Adventure, Comedy",5.8,^^^^^^,"21,805",$8.01M,Escaped convict Jack Hammond takes a woman hostage and sets off for the Mexican border with the police hot on his tail.,Adam Rifkin,"Charlie Sheen, Kristy Swanson, Henry Rollins, Josh Mostel"
"https://m.media-amazon.com/images/M/MV5BMDk4YmQ2NDgtNTA0OC00OWUzLWEwYzEtOGRiNmNjMzYzNjc4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg",Prozac Nation,2001,R,95,"Biography, Drama, Romance",6.2,^^^^^^,"18,732",*****,A young woman struggles with depression during her first year at Harvard.,Erik Skjoldbjærg,"Christina Ricci, Jonathan Rhys Meyers, Jessica Lange, Anne Heche"
"https://m.media-amazon.com/images/M/MV5BYzA3ODllYTgtMWM4NC00MmNiLThhYTctNzdkNTQzZTA4YmM1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UY209_CR0,0,140,209_AL_.jpg",Honeymoon in Vegas,1992,PG-13,96,"Comedy, Romance, Thriller",5.8,63,"18,812",$35.21M,"Jack loses $65,000 in poker in Las Vegas, where he's marrying Betsy. The wedding will have to wait as the poker winner wants the weekend with Betsy to cancel the debt. She accepts. Whom will she marry?",Andrew Bergman,"James Caan, Nicolas Cage, Sarah Jessica Parker, Pat Morita"
"https://m.media-amazon.com/images/M/MV5BZGEwOTJjNDYtNDlmNy00ODMwLTg5Y2QtN2VmNDgzZWNmMzdjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UY209_CR0,0,140,209_AL_.jpg",Harley Davidson and the Marlboro Man,1991,A,98,"Action, Crime, Drama",6.1,36,"21,654",$7.43M,"Two lone riders hold up a bank's armoured car to save their friend's bar from imminent foreclosure. Soon, the mission goes awry when they discover the vehicle's unexpected cargo.",Simon Wincer,"Mickey Rourke, Don Johnson, Chelsea Field, Daniel Baldwin"
"https://m.media-amazon.com/images/M/MV5BMGNjMzJjOWUtODQzYy00ZGExLThkYjMtZWUwYWQzNjMwOGMzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX140_CR0,0,140,209_AL_.jpg",3:10 to Yuma,1957,U,92,"Drama, Thriller, Western",7.6,80,"21,086",*****,Broke small-time rancher Dan Evans is hired by the stagecoach line to put big-time captured outlaw leader Ben Wade on the 3:10 train to Yuma but Wade's gang tries to free him.,Delmer Daves,"Glenn Ford, Van Heflin, Felicia Farr, Leora Dana"
"https://m.media-amazon.com/images/M/MV5BYTE3YjcwNTYtY2IwNi00MDlhLTlhMzMtOGM1YzI5MTU5OGNkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX140_CR0,0,140,209_AL_.jpg",The Beverly Hillbillies,1993,U,92,"Comedy, Family",5,37,"19,449",$44.03M,Nice guy redneck Jed Clampett strikes it rich when he finds black oil. He and his kin move to posh Beverly Hills.,Penelope Spheeris,"Diedrich Bader, Erika Eleniak, Jim Varney, Cloris Leachman"
"https://m.media-amazon.com/images/M/MV5BYTY0MTJmMmUtNTVkMy00YTBmLWEzNDUtZWQ0Mjc4NzRjZTNhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX140_CR0,0,140,209_AL_.jpg",I Confess,1953,U,95,"Crime, Drama, Thriller",7.2,68,"22,564",*****,"A priest, who comes under suspicion for murder, cannot clear his name without breaking the seal of the confessional.",Alfred Hitchcock,"Montgomery Clift, Anne Baxter, Karl Malden, Brian Aherne"
"https://m.media-amazon.com/images/M/MV5BNTczNDE2YTItNjkwMC00YTNhLTkwMjAtOTIxYmIyZmI1MWUyXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_UX140_CR0,0,140,209_AL_.jpg",Sacrifice,1986,U,149,Drama,7.9,^^^^^^,"30,085",$0.30M,"At the dawn of World War III, a man searches for a way to restore peace to the world and finds he must give something in return.",Andrei Tarkovsky,"Erland Josephson, Susan Fleetwood, Allan Edwall, Guðrún Gísladóttir"
"https://m.media-amazon.com/images/M/MV5BM2IyMzNkYzMtMmYzNC00MDFhLTkxN2EtNGNmMmQyMjY3NTg1XkEyXkFqcGdeQXVyOTcyNDU5MDA@._V1_UY209_CR4,0,140,209_AL_.jpg",Kikujirô no natsu,1999,Not Rated,122,"Drama, Comedy",7.7,44,"21,616",$0.20M,"A young, naive boy sets out alone on the road to find his wayward mother. Soon he finds an unlikely protector in a crotchety man and the two have a series of unexpected adventures along the way.",Takeshi Kitano,"Takeshi Kitano, Yusuke Sekiguchi, Kayoko Kishimoto, The Great Gidayû"
"https://m.media-amazon.com/images/M/MV5BYzk5ZjVlYWYtZDQ3NC00OTE2LWFmYzAtNmQ5Y2UzZmRjM2I0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX140_CR0,0,140,209_AL_.jpg",The Adventures of Ford Fairlane,1990,N/A,104,"Action, Adventure, Comedy",6.4,24,"18,877",$21.41M,A vulgar private detective is hired to find a missing groupie and is drawn into a mystery involving a series of murders tied to the music industry.,Renny Harlin,"Andrew Dice Clay, Lauren Holly, Wayne Newton, Priscilla Presley"
"https://m.media-amazon.com/images/M/MV5BZjVjYTAzYjctZTZkNi00NmNhLWJkY2UtNjEyOWQ5NTI0MmEzXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY209_CR2,0,140,209_AL_.jpg",Les enfants du paradis,1945,N/A,189,"Drama, Romance",8.3,96,"20,707",*****,The theatrical life of a beautiful courtesan in 1830s Paris and the four men who love her.,Marcel Carné,"Arletty, Jean-Louis Barrault, Pierre Brasseur, Pierre Renoir"
"https://m.media-amazon.com/images/M/MV5BOTQzNWM4Y2QtMWVhYS00MTNkLTgxMGMtNjM5Y2FmNjQ2MWFiXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX140_CR0,0,140,209_AL_.jpg",The Lady Eve,1941,N/A,94,"Comedy, Romance",7.7,96,"22,770",*****,"A trio of classy card sharks targets a socially awkward brewery heir, until one of them falls in love with him.",Preston Sturges,"Barbara Stanwyck, Henry Fonda, Charles Coburn, Eugene Pallette"
"https://m.media-amazon.com/images/M/MV5BYTg3ZTcxMjgtYzIzYS00Y2M3LWI4OTktMzE3NGVhZTc5OTZmXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_UX140_CR0,0,140,209_AL_.jpg",Barfly,1987,N/A,100,"Comedy, Drama, Romance",7.1,70,"21,407",$3.22M,"Based on the life of successful poet Charles Bukowski and his exploits in Hollywood during the 60s, 70s, and 80s.",Barbet Schroeder,"Mickey Rourke, Faye Dunaway, Alice Krige, Jack Nance"
"https://m.media-amazon.com/images/M/MV5BNTg0OTEyNjg2NV5BMl5BanBnXkFtZTgwODkyODE0MjE@._V1_UX140_CR0,0,140,209_AL_.jpg",Ninotchka,1939,N/A,110,"Comedy, Romance",7.8,^^^^^^,"22,143",$1.19M,A stern Soviet woman sent to Paris to supervise the sale of jewels seized from Russian nobles finds herself attracted to a man who represents everything she is supposed to detest.,Ernst Lubitsch,"Greta Garbo, Melvyn Douglas, Ina Claire, Bela Lugosi"
"https://m.media-amazon.com/images/M/MV5BMjMwNzM2OTk3OF5BMl5BanBnXkFtZTgwNjExOTU0NDE@._V1_UY209_CR0,0,140,209_AL_.jpg",Spring,I) (2014,N/A,109,"Horror, Romance, Sci-Fi",6.7,70,"30,363",$0.05M,"A young man in a personal tailspin flees from US to Italy, where he sparks up a romance with a woman harboring a dark, primordial secret.","Directors:Justin Benson, Aaron Moorhead","Lou Taylor Pucci, Nadia Hilker, Francesco Carnelutti, Nick Nevern"
"https://m.media-amazon.com/images/M/MV5BMTk5NjI0NDExNl5BMl5BanBnXkFtZTcwOTQwNzIzMQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",L'enfant,2005,R,95,"Crime, Drama, Romance",7.4,87,"19,202",$0.65M,"Bruno and Sonia, a young couple living off her benefit and the thefts committed by his gang, have a new source of money: their newborn son.","Directors:Jean-Pierre Dardenne, Luc Dardenne","Jérémie Renier, Déborah François, Jérémie Segard, Fabrizio Rongione"
"https://m.media-amazon.com/images/M/MV5BMjE1OTM2NjgzNV5BMl5BanBnXkFtZTcwNzc0MTc5Ng@@._V1_UY209_CR4,0,140,209_AL_.jpg",Catch .44,2011,R,94,"Action, Thriller",4.6,^^^^^^,"17,641",$0.00M,Three women are sent to intercept a major drug deal at a diner at 3 AM and get the money. Simple - save for Murphy's law: Anything that can go wrong will go wrong.,Aaron Harvey,"Malin Akerman, Nikki Reed, Deborah Ann Woll, Forest Whitaker"
"https://m.media-amazon.com/images/M/MV5BODlmNjc1MjYtMjBhOC00ZGFjLTkwMWUtYWNhMDAyYmJlNWEwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg",Harlem Nights,1989,A,116,"Comedy, Crime, Drama",6.1,16,"24,060",$60.86M,"During the 1930s, a New York City illegal gambling house owner and his associates must deal with strong competition, gangsters, and corrupt cops in order to stay in business.",Eddie Murphy,"Eddie Murphy, Richard Pryor, Redd Foxx, Danny Aiello"
"https://m.media-amazon.com/images/M/MV5BNDg3Y2Q5YzMtMzNlYy00Y2MxLTkwYjctN2RhNDQ2NzczYWU4XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UY209_CR0,0,140,209_AL_.jpg",Ta'm e guilass,1997,N/A,95,Drama,7.7,80,"34,316",$0.31M,An Iranian man drives his car in search of someone who will quietly bury him under a cherry tree after he commits suicide.,Abbas Kiarostami,"Homayoun Ershadi, Abdolrahman Bagheri, Afshin Khorshid Bakhtiari, Safar Ali Moradi"
"https://m.media-amazon.com/images/M/MV5BOGRhODJjMzgtZjNkZS00ODU3LWEyZDktYTIyNDgxZmM3NzUyXkEyXkFqcGdeQXVyMTY2MzYyNzA@._V1_UY209_CR3,0,140,209_AL_.jpg",I Could Never Be Your Woman,2007,PG-13,97,"Comedy, Drama, Romance",6,^^^^^^,"19,032",*****,A mother falls for a younger man while her daughter falls in love for the first time. Mother Nature messes with their fates.,Amy Heckerling,"Michelle Pfeiffer, Paul Rudd, Saoirse Ronan, Tracey Ullman"
"https://m.media-amazon.com/images/M/MV5BYzhiNGVmZDEtZjk4MC00ZjcwLWI2NzUtNzNkYzY2ZjQyODRjXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UY209_CR8,0,140,209_AL_.jpg",Copie conforme,2010,N/A,106,"Drama, Romance",7.2,82,"26,011",$1.34M,"In Tuscany to promote his latest book, a middle-aged British writer meets a French woman who leads him to the village of Lucignano. While there, a chance question reveals something deeper.",Abbas Kiarostami,"Juliette Binoche, William Shimell, Jean-Claude Carrière, Agathe Natanson"
"https://m.media-amazon.com/images/M/MV5BMTEyNDY2Njc1NzheQTJeQWpwZ15BbWU4MDc1NzY2NjYx._V1_UY209_CR0,0,140,209_AL_.jpg",Trash,I) (2014,R,114,"Adventure, Crime, Drama",7.1,50,"22,506",$0.01M,"Set in Brazil, three kids who make a discovery in a garbage dump soon find themselves running from the cops and trying to right a terrible wrong.","Directors:Stephen Daldry, Christian Duurvoort","Rickson Tevez, Gabriel Weinstein, Martin Sheen, Rooney Mara"
"https://m.media-amazon.com/images/M/MV5BMTY2ODQ0NjQyMF5BMl5BanBnXkFtZTcwNDE3MDg4NA@@._V1_UX140_CR0,0,140,209_AL_.jpg",De grønne slagtere,2003,R,100,"Comedy, Drama",7.2,54,"23,744",$0.00M,"Two Danish friends are tired of their employer and open their own butcher shop. An electrician accidentally dies in the freezer and he's sold as marinated chicken and business picks up. What happens when they run out of ""chicken""?",Anders Thomas Jensen,"Nikolaj Lie Kaas, Mads Mikkelsen, Line Kruse, Ole Thestrup"
"https://m.media-amazon.com/images/M/MV5BMzJhNGRkMjYtNTdmZS00NTE0LWJkM2EtZTFjYTFiNGM2YjYyXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UY209_CR0,0,140,209_AL_.jpg",Less Than Zero,1987,N/A,98,"Crime, Drama",6.4,48,"21,474",$12.40M,"A college freshman returns to L.A. for the holidays at his ex-girlfriend's request, but discovers that his former best friend has an out-of-control drug habit.",Marek Kanievska,"Andrew McCarthy, Jami Gertz, Robert Downey Jr., James Spader"
"https://m.media-amazon.com/images/M/MV5BYWI4MTVlM2UtNTEzZC00MjdiLWE4ZjItNTZmM2U2NjUzNzI1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UY209_CR0,0,140,209_AL_.jpg",Nightbreed,1990,Not Rated,102,"Action, Fantasy, Horror",6.5,40,"25,246",$8.86M,"A troubled young man is drawn to a mythical place called Midian where a variety of friendly monsters are hiding from humanity. Meanwhile, a sadistic serial killer is looking for a patsy.",Clive Barker,"Craig Sheffer, David Cronenberg, Anne Bobby, Charles Haid"
"https://m.media-amazon.com/images/M/MV5BNmZiMTY3OTctNDlkMC00Njk0LWE0NTAtODViNzk3OTFhMzI3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR1,0,140,209_AL_.jpg",The Emperor's Club,2002,PG-13,109,Drama,6.9,49,"17,619",$14.06M,An idealistic prep school teacher attempts to redeem an incorrigible student.,Michael Hoffman,"Kevin Kline, Emile Hirsch, Joel Gretsch, Embeth Davidtz"
"https://m.media-amazon.com/images/M/MV5BMzM1NjVhNGUtY2FhNy00MTQ4LTkyNDAtZWE2YWZhYWQ2YzdmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg",Hellraiser: Bloodline,1996,A,85,"Horror, Sci-Fi",5,21,"23,707",$16.68M,"In the 22nd century, a scientist attempts to right the wrong his ancestor created: the puzzle box that opens the gates of Hell and unleashes Pinhead and his Cenobite legions.",Kevin Yagher,"Bruce Ramsay, Valentina Vargas, Doug Bradley, Charlotte Chatton"
"https://m.media-amazon.com/images/M/MV5BMjEyMzA4ODQ3MV5BMl5BanBnXkFtZTcwMTkwNDUzMQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",Renaissance,2006,R,105,"Animation, Action, Sci-Fi",6.6,57,"16,316",$0.06M,"A young gene researcher, Ilona, is kidnapped in a future Paris. Police Captain Karas and his team are in charge of finding her.",Christian Volckman,"Daniel Craig, Catherine McCormack, Jonathan Pryce, Romola Garai"
"https://m.media-amazon.com/images/M/MV5BMTg2MDEzMDQxOV5BMl5BanBnXkFtZTcwMzcxMTA0Mg@@._V1_UY209_CR0,0,140,209_AL_.jpg",The Informers,2008,R,98,"Crime, Drama, Thriller",4.9,20,"17,182",$0.30M,"One week in L.A. in 1983, featuring movie executives, rock stars, a vampire and other morally challenged characters in adventures laced with sex, drugs and violence.",Gregor Jordan,"Billy Bob Thornton, Kim Basinger, Mickey Rourke, Jon Foster"
"https://m.media-amazon.com/images/M/MV5BMDE2MDRmMjQtNGM0NC00N2U4LWI2ZGYtM2I2MzIyNzY5NjlmXkEyXkFqcGdeQXVyNDIwODAwNzg@._V1_UX140_CR0,0,140,209_AL_.jpg",Hercules in New York,1970,N/A,92,"Adventure, Comedy, Fantasy",3.3,23,"19,253",*****,Hercules is sent to Earth where he finds true love and starts a promising career in the bodybuilder business.,Arthur Allan Seidelman,"Arnold Stang, Arnold Schwarzenegger, Deborah Loomis, James Karen"
"https://m.media-amazon.com/images/M/MV5BNDJkN2MyMjUtMjJhNi00Mzc1LTkzYzUtNWI5NGQzZGIwOWM3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg",Serving Sara,2002,Not Rated,102,"Comedy, Romance",5.3,18,"18,329",$16.93M,A process server tries to serve an elusive female target.,Reginald Hudlin,"Matthew Perry, Elizabeth Hurley, Bruce Campbell, Vincent Pastore"
"https://m.media-amazon.com/images/M/MV5BNmM1MTNkZGYtZWZiZS00MTcwLWJjYTItZTc2MTEyOTA2MTBiXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Killing Me Softly,2002,A,100,"Drama, Mystery, Romance",5.4,^^^^^^,"18,828",*****,A woman faces deadly consequences for abandoning her loving relationship with her boyfriend to pursue exciting sexual scenarios with a mysterious celebrity mountaineer.,Kaige Chen,"Heather Graham, Joseph Fiennes, Natascha McElhone, Ulrich Thomsen"
"https://m.media-amazon.com/images/M/MV5BMTI5MDI0NDAxOV5BMl5BanBnXkFtZTcwNzk4ODk3MQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",Flash of Genius,2008,PG-13,119,"Biography, Drama",7,57,"17,602",$4.23M,Robert Kearns takes on the Detroit automakers who he claims stole his idea for the intermittent windshield wiper.,Marc Abraham,"Greg Kinnear, Lauren Graham, Alan Alda, Tim Eddis"
"https://m.media-amazon.com/images/M/MV5BODYxZTIwMWQtZTdiMS00ODRmLThlODEtNjkwNmE1ZTY1ZjM1XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UY209_CR3,0,140,209_AL_.jpg",Tetsuo,1989,Not Rated,67,"Horror, Sci-Fi",6.9,^^^^^^,"24,873",*****,"A businessman accidentally kills The Metal Fetishist, who gets his revenge by slowly turning the man into a grotesque hybrid of flesh and rusty metal.",Shin'ya Tsukamoto,"Tomorô Taguchi, Kei Fujiwara, Nobu Kanaoka, Shin'ya Tsukamoto"
"https://m.media-amazon.com/images/M/MV5BYzg1MGFhOGYtYTU5MC00OTY5LTg1NmMtZWJmOWNmNDlmYjJmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg",The Children,2008,R,84,"Horror, Mystery, Thriller",5.9,^^^^^^,"18,694",*****,A relaxing Christmas vacation turns into a terrifying fight for survival as the children begin to turn on their parents.,Tom Shankland,"Eva Birthistle, Stephen Campbell Moore, Jeremy Sheffield, Rachel Shelley"
"https://m.media-amazon.com/images/M/MV5BMTU4NjY4NTI5MF5BMl5BanBnXkFtZTYwNjQ4OTc3._V1_UY209_CR0,0,140,209_AL_.jpg",Love & Basketball,2000,U,124,"Drama, Romance, Sport",7.2,72,"23,273",$27.44M,Monica and Quincy love and play basketball together through many life challenges from childhood to adulthood.,Gina Prince-Bythewood,"Sanaa Lathan, Omar Epps, Glenndon Chatman, Jess Willard"
"https://m.media-amazon.com/images/M/MV5BOTRmNGQ5NTAtNGEzYS00Mjk5LThiZDQtOTk4YTEzNTE1MGZkXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY209_CR3,0,140,209_AL_.jpg",Tenebre,1982,A,101,"Drama, Horror, Mystery",7,83,"26,157",*****,An American writer in Rome is stalked and harassed by a serial killer who is murdering everyone associated with his work on his latest book.,Dario Argento,"Anthony Franciosa, Giuliano Gemma, John Saxon, Daria Nicolodi"
"https://m.media-amazon.com/images/M/MV5BMTQ2Mjg5MDEyNV5BMl5BanBnXkFtZTcwMjkxMDAxMw@@._V1_UY209_CR0,0,140,209_AL_.jpg",Extraordinary Measures,2010,Not Rated,106,Drama,6.4,45,"17,520",$11.85M,A drama centered on the efforts of John and Aileen Crowley to find a researcher who might have a cure for their two children's rare genetic disorder.,Tom Vaughan,"Brendan Fraser, Keri Russell, Harrison Ford, Meredith Droeger"
"https://m.media-amazon.com/images/M/MV5BYmYzNDcyNmEtNGJhMS00M2Y2LTgxYTEtMzM3NjljNDEyOGFjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX140_CR0,0,140,209_AL_.jpg",Bad Day at Black Rock,1955,N/A,81,"Crime, Drama, Mystery",7.7,^^^^^^,"23,483",*****,"A one-armed stranger comes to a tiny town possessing a terrible past they want to keep secret, by violent means if necessary.",John Sturges,"Spencer Tracy, Robert Ryan, Anne Francis, Dean Jagger"
"https://m.media-amazon.com/images/M/MV5BNDUzNDc3OTI3NV5BMl5BanBnXkFtZTcwMDQ3OTQ2Ng@@._V1_UY209_CR0,0,140,209_AL_.jpg",The Son of No One,2011,R,90,"Action, Crime, Drama",5.1,36,"17,597",$0.03M,"A young cop is assigned to a precinct in the working class neighborhood where he grew up, and an old secret threatens to destroy his life and his family.",Dito Montiel,"Channing Tatum, Al Pacino, Juliette Binoche, James Ransone"
"https://m.media-amazon.com/images/M/MV5BNjU0M2M0MDMtNWE1Ni00N2E1LWFjMzAtNWE2NzNlMWNjMzdjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UY209_CR0,0,140,209_AL_.jpg",Monkeybone,2001,UA,93,"Animation, Comedy, Fantasy",4.8,40,"18,804",$5.41M,"In a coma, a cartoonist finds himself trapped within his own underground creation and must find a way to get back, while racing against his popular but treacherous character, Monkeybone.",Henry Selick,"Brendan Fraser, Bridget Fonda, John Turturro, Chris Kattan"
"https://m.media-amazon.com/images/M/MV5BZWFiNzIxYTQtOTFmMS00NmY4LTgzM2YtNDEyOWQzM2IwMGJjXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UY209_CR12,0,140,209_AL_.jpg",Resident Evil: Damnation,2012,R,100,"Animation, Action, Horror",6.4,^^^^^^,"21,920",*****,Special Agent Leon S.Kennedy goes against his superior's orders and works to destroy a series of biological weapons being used in a war zone in Europe.,Makoto Kamiya,"Matthew Mercer, Dave Wittenberg, Wendee Lee, Val Tasso"
"https://m.media-amazon.com/images/M/MV5BNzZjNWI2ODctMzQ5MC00NTc3LWJiOTItNzcwMjJkYjIyZTE2XkEyXkFqcGdeQXVyNzEyNjE5NzM@._V1_UY209_CR3,0,140,209_AL_.jpg",Supergirl,1984,U,124,"Action, Adventure, Fantasy",4.4,41,"23,424",$13.60M,"After losing a powerful orb, Kara Zor-El, Superman's cousin, comes to Earth to retrieve it and instead finds herself up against a wicked witch.",Jeannot Szwarc,"Helen Slater, Faye Dunaway, Peter O'Toole, Mia Farrow"
"https://m.media-amazon.com/images/M/MV5BNWRhYTZjMzUtYWJkOC00YjNmLWFmMzctNjI1MjFjOWQ3MmU1XkEyXkFqcGdeQXVyMTIyNzY1NzM@._V1_UY209_CR4,0,140,209_AL_.jpg",Ugetsu monogatari,1953,N/A,96,"Drama, Fantasy, War",8.2,^^^^^^,"24,936",$0.01M,"A tale of ambition, family, love, and war set in the midst of the Japanese Civil Wars of the sixteenth century.",Kenji Mizoguchi,"Masayuki Mori, Machiko Kyô, Kinuyo Tanaka, Mitsuko Mito"
"https://m.media-amazon.com/images/M/MV5BZmU1ZDEzNzMtMDA3YS00NDE0LTk3NDctYjAyN2Y5MjEzMDA1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX140_CR0,0,140,209_AL_.jpg","What's Up, Doc?",1972,N/A,94,"Comedy, Romance",7.7,^^^^^^,"25,755",$10.47M,The accidental mix-up of four identical plaid overnight bags leads to a series of increasingly wild and wacky situations.,Peter Bogdanovich,"Barbra Streisand, Ryan O'Neal, Madeline Kahn, Kenneth Mars"
"https://m.media-amazon.com/images/M/MV5BMTk4MTI5MjI1NF5BMl5BanBnXkFtZTcwMDk0NTY3MQ@@._V1_UY209_CR6,0,140,209_AL_.jpg",Flammen & Citronen,2008,N/A,130,"Action, Drama, History",7.2,74,"19,547",$0.15M,A drama centered on two fighters in the Holger Danske World War II resistance group.,Ole Christian Madsen,"Thure Lindhardt, Mads Mikkelsen, Stine Stengade, Peter Mygind"
"https://m.media-amazon.com/images/M/MV5BMTcyZjk4YmYtOWQ0NS00NTM4LTg2MmQtYjU1NmE4ZmVjMWM0XkEyXkFqcGdeQXVyOTQ2MjQ3MTI@._V1_UY209_CR3,0,140,209_AL_.jpg",Üç Maymun,2008,N/A,109,Drama,7.3,73,"22,388",$0.04M,A family suffers from a major communication breakdown during their struggle to get through their hardships.,Nuri Bilge Ceylan,"Yavuz Bingöl, Hatice Aslan, Ahmet Rifat Sungar, Ercan Kesal"
"https://m.media-amazon.com/images/M/MV5BNWE0YTcyZjMtZTBhZC00N2YxLTg5ODgtNTkyNDkwMjE2NGM5XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX140_CR0,0,140,209_AL_.jpg",How the West Was Won,1962,G,164,"Romance, War, Western",7,56,"22,499",$46.50M,"A family saga covering several decades of Westward expansion in the 19th century, including the Gold Rush, the Civil War, and the building of the railroads.","Directors:John Ford, Henry Hathaway, George Marshall, Richard Thorpe","James Stewart, John Wayne, Gregory Peck, Henry Fonda"
"https://m.media-amazon.com/images/M/MV5BMmMwNmVkZDItY2UzNi00ZGE2LTlkOTUtNDNlOGJkZDNhYjVlXkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_UY209_CR1,0,140,209_AL_.jpg",Kiss of Death,1995,R,101,"Crime, Drama, Thriller",5.9,72,"19,891",$14.94M,A reformed convict goes undercover with the help of an angry detective to ensnare a psychotic mobster.,Barbet Schroeder,"David Caruso, Samuel L. Jackson, Nicolas Cage, Helen Hunt"
"https://m.media-amazon.com/images/M/MV5BMDU2YjI2YjgtODE3OC00N2U1LTgxNjgtMTliYTJjZWMyNTE2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX140_CR0,0,140,209_AL_.jpg",The Long Good Friday,1980,N/A,114,"Crime, Drama, Mystery",7.6,82,"24,115",*****,"An up-and-coming gangster is tested by the insurgence of an unknown, very powerful threat.",John Mackenzie,"Bob Hoskins, Helen Mirren, Paul Freeman, Leo Dolan"
"https://m.media-amazon.com/images/M/MV5BMDRkNzhmOGYtYTEwMC00MTg1LTg1ZDgtZDY4NTE4NDc4ZDI3XkEyXkFqcGdeQXVyMTY5MDE5NA@@._V1_UY209_CR8,0,140,209_AL_.jpg",Dobermann,1997,R,103,"Action, Crime, Thriller",6.5,^^^^^^,"18,465",*****,"Dobermann is the world's most ruthless bank robber and with his gang rob bank after bank, now in Paris. What can the police do but to let the mad, morally bankrupt police commissioner loose on him?",Jan Kounen,"Vincent Cassel, Tchéky Karyo, Monica Bellucci, Antoine Basler"
