Image Link,Name of movie,Year of release,Certificate,Runtime (min),Genre,Rating,MetaScore,Votes,Grosses,Description,Director,Stars
"https://m.media-amazon.com/images/M/MV5BNDM4MzI2NDUtMWE4Mi00NzJlLWFiMmMtMjFjMWQzZmI4MGRkXkEyXkFqcGdeQXVyNzgzODI1OTE@._V1_UY209_CR10,0,140,209_AL_.jpg",Un coeur en hiver,1992,N/A,105,"Drama, Music, Romance",7.6,^^^^^^,"10,430",$1.67M,"Stéphane is an emotionally distant but professionally dedicated violin restorer whose cold heart is tested when his employer's new girlfriend, a beautiful violinist, falls for him.",Claude Sautet,"Daniel Auteuil, Emmanuelle Béart, André Dussollier, Elizabeth Bourgine"
"https://m.media-amazon.com/images/M/MV5BZmViNzVmM2ItYzAyNi00YjY4LWI2ZjAtMDM1M2YyOWU1NmMyXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_UY209_CR3,0,140,209_AL_.jpg",Submarino,2010,N/A,105,Drama,7.5,^^^^^^,"11,227",*****,"Two brothers meet at their mother's funeral, each in his way on a path of self-destruction, both haunted by a tragedy in their youth.",Thomas Vinterberg,"Gustav Fischer Kjærulff, Sebastian Bull, Mads Broe Andersen, Jakob Cedergren"
"https://m.media-amazon.com/images/M/MV5BYzE4ZDVmNzctMTZkOS00MDhlLWE1ZjgtOTgyNWUxMzlhNjIwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg",The Odd Couple II,1998,PG-13,97,"Adventure, Comedy",6.4,^^^^^^,"10,503",$18.91M,Oscar and Felix take a road trip to their son and daughter's wedding.,Howard Deutch,"Jack Lemmon, Walter Matthau, Richard Riehle, Jonathan Silverman"
"https://m.media-amazon.com/images/M/MV5BMTgzOTg1MzI4MV5BMl5BanBnXkFtZTcwOTkwOTcxOQ@@._V1_UY209_CR1,0,140,209_AL_.jpg",Love and Honor,2013,PG-13,100,"Drama, Romance, War",5.7,28,"9,589",*****,"When a young soldier in Vietnam gets dumped by his girlfriend back home, he and his best friend decide to go AWOL and return to the States to win her back.",Danny Mooney,"Liam Hemsworth, Teresa Palmer, Aimee Teegarden, Austin Stowell"
"https://m.media-amazon.com/images/M/MV5BMzViZmY3ZmMtN2U3Zi00ZmE5LTg1NmQtNGI5NjhhYjUyYjQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR4,0,140,209_AL_.jpg",Resurrection,1999,R,108,"Crime, Drama, Horror",6.1,^^^^^^,"10,730",*****,Chicago homicide detectives Prudhome and Hollingsworth are assigned to investigate a murder. Both become entangled in the plot of a serial killer whose goal is to recreate the body of Christ.,Russell Mulcahy,"Christopher Lambert, Mike Anscombe, Jeff J.J. Authors, Patrick Chilvers"
"https://m.media-amazon.com/images/M/MV5BMTU1NTY0MzMyMl5BMl5BanBnXkFtZTcwNzU0OTEzMQ@@._V1_UY209_CR2,0,140,209_AL_.jpg",Santa's Slay,2005,R,78,"Comedy, Fantasy, Horror",5.3,^^^^^^,"10,777",*****,"Santa Claus is actually a demon who lost a bet with an Angel, so he becomes the giver of toys and happiness. But when the bet is off, he returns to his evil ways.",David Steiman,"Bill Goldberg, Douglas Smith, Emilie de Ravin, Robert Culp"
"https://m.media-amazon.com/images/M/MV5BM2I5NTc3NDItMTI2Yi00OGU2LWFmOGItMDlhN2U2ZGM2YmI1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UX140_CR0,0,140,209_AL_.jpg",Camp Nowhere,1994,PG,96,"Adventure, Comedy, Family",6,^^^^^^,"10,364",$10.47M,"A group of junior high kids don't want to go to summer camps chosen by their parents. They make their own adult-free camp and ""hire"" an ex drama teacher to help.",Jonathan Prince,"Jonathan Jackson, Christopher Lloyd, John Putch, Peter Scolari"
"https://m.media-amazon.com/images/M/MV5BZDBmMzk2NmUtYTYwMy00ZTQ3LWJjOTgtNmFhYmJmMGI5ZTFlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX140_CR0,0,140,209_AL_.jpg",Scum,1979,N/A,98,"Crime, Drama",7.6,78,"12,607",*****,An uncompromising story of life in a British juvenile offender institution in the '70s.,Alan Clarke,"Ray Winstone, Mick Ford, Julian Firth, John Blundell"
"https://m.media-amazon.com/images/M/MV5BNjQ0ZDQwNGEtMjA3Yy00NmE0LThiMGItZGVjY2I3MGExYmRhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX140_CR0,0,140,209_AL_.jpg",The Beast,1988,N/A,111,"Adventure, Drama, War",7.3,^^^^^^,"10,367",$0.16M,A Soviet tank and its warring crew become separated from their patrol and lost in an Afghan valley with a group of vengeance-seeking rebels on their tracks.,Kevin Reynolds,"George Dzundza, Jason Patric, Steven Bauer, Stephen Baldwin"
"https://m.media-amazon.com/images/M/MV5BZjNkMjU4Y2UtM2IwMS00YmRmLThmYzEtM2U2MTVlOTIxNTY4XkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_UY209_CR3,0,140,209_AL_.jpg",7aum Arivu,2011,U,160,"Action, Sci-Fi, Thriller",6.5,^^^^^^,"12,961",*****,A genetic engineering student tries to revive the skills of a past legend and use them to save India from a deadly virus attack orchestrated by China.,A.R. Murugadoss,"Suriya, Shruti Haasan, Johnny Tri Nguyen, Abhinaya"
"https://m.media-amazon.com/images/M/MV5BNWQ5ZjExNjQtNzhjNi00YmMwLWEwNjgtZWZhNDVhNTI1YzdmXkEyXkFqcGdeQXVyNTA3MTU2MjE@._V1_UX140_CR0,0,140,209_AL_.jpg",Chatroom,2010,R,97,"Drama, Horror, Thriller",5.4,^^^^^^,"9,483",*****,"Five teenagers with different personalities are introduced to one another in a chatroom called ""Chelsea Teens!"" But one shows its darker side, threatening the others' lives.",Hideo Nakata,"Jacob Anderson, Matthew Ashforde, Dorothy Atkinson, Matthew Beard"
"https://m.media-amazon.com/images/M/MV5BNjc0MjA0NzIzMF5BMl5BanBnXkFtZTgwMjg0MTQyMjE@._V1_UY209_CR3,0,140,209_AL_.jpg",Mary Kom,2014,U,122,"Action, Biography, Drama",6.8,^^^^^^,"11,213",$0.59M,"A chronicle of the life of Indian boxer Mary Kom, who went through several hardships before audaciously accomplishing her ultimate dream.",Omung Kumar,"Priyanka Chopra Jonas, Sunil Thapa, Robin Das, Rajni Basumatary"
"https://m.media-amazon.com/images/M/MV5BM2I1NjJjNTMtN2U3OC00MmRhLWE2NmQtM2VlNDE4N2JlODdmXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY209_CR2,0,140,209_AL_.jpg",Ballada o soldate,1959,N/A,88,"Drama, Romance, War",8.2,^^^^^^,"11,015",*****,"Young Russian soldier Alyosha earns a medal, but asks to visit his mother instead. His journey recounts various kinds of love during wartime.",Grigoriy Chukhray,"Vladimir Ivashov, Zhanna Prokhorenko, Antonina Maksimova, Nikolay Kryuchkov"
"https://m.media-amazon.com/images/M/MV5BOTU4NDQ3NzY1NV5BMl5BanBnXkFtZTYwMTQ3NTk2._V1_UX140_CR0,0,140,209_AL_.jpg",The Little Vampire,2000,U,95,"Adventure, Comedy, Family",5.7,45,"11,062",$13.57M,"A lonely American boy living in Scotland makes a new best friend, a fellow nine year-old who happens to be a vampire.",Uli Edel,"Jonathan Lipnicki, Rollo Weeks, Richard E. Grant, Jim Carter"
"https://m.media-amazon.com/images/M/MV5BNDkzMzE1ODY1Ml5BMl5BanBnXkFtZTcwMzcyNDcxNQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Passion Play,2010,R,94,"Drama, Fantasy, Horror",4.5,22,"8,577",$0.00M,An angel under the thumb of a ruthless gangster is saved by a trumpet player down on his luck.,Mitch Glazer,"Mickey Rourke, Megan Fox, Bill Murray, Kelly Lynch"
"https://m.media-amazon.com/images/M/MV5BZTQwOWFkZTYtYTM1NS00YWEwLTgyYWMtY2ZkNDhhMTg2NjkyXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_UX140_CR0,0,140,209_AL_.jpg",Sing si lip yan,1993,U,105,"Action, Comedy, Crime",6.3,^^^^^^,"11,915",*****,"A self-indulgent private investigator winds up on a cruise ship full of rich patrons, gorgeous women, murderous terrorists, and scarce food.",Jing Wong,"Jackie Chan, Richard Norton, Joey Wang, Kumiko Goto"
"https://m.media-amazon.com/images/M/MV5BMTQzMzc2Njk1MV5BMl5BanBnXkFtZTcwODI3NDIzMQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Winter Passing,2005,R,98,"Comedy, Drama",6.2,56,"8,746",$0.10M,"An editor offers actress/bartender Reese $100,000 for her late mom's letters from her novelist dad. She heads home from NYC to get them and finds her dad living in the garage while two strangers live in the house.",Adam Rapp,"Ed Harris, Zooey Deschanel, Will Ferrell, Darrell Larson"
"https://m.media-amazon.com/images/M/MV5BZWI4NTQ5MmItOGIwYi00YjdkLWJkYTgtNzMzOTk5YTU4MjJkXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",The Hound of the Baskervilles,1939,N/A,80,"Crime, Horror, Mystery",7.4,^^^^^^,"11,285",*****,"Sherlock Holmes and Dr Watson investigate the legend of a supernatural hound, a beast that may be stalking a young heir on the fog-shrouded moorland that makes up his estate.",Sidney Lanfield,"Basil Rathbone, Nigel Bruce, Richard Greene, Wendy Barrie"
"https://m.media-amazon.com/images/M/MV5BOWJkZjhiZmYtNzllOS00NTBiLThhYzktNDBkYzc4MjY3Y2YyXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UX140_CR0,0,140,209_AL_.jpg",Without a Clue,1988,Not Rated,107,"Comedy, Crime, Mystery",6.9,^^^^^^,"10,870",$8.54M,"A drunken Sherlock Holmes is really just a cover for the real detective, Dr. Watson.",Thom Eberhardt,"Michael Caine, Ben Kingsley, Jeffrey Jones, Lysette Anthony"
"https://m.media-amazon.com/images/M/MV5BNGYwN2IyOWMtYWUxYi00YWExLThkYTAtMjZhYzZlMDQxZWQ3XkEyXkFqcGdeQXVyMzQyMDgzOTU@._V1_UY209_CR8,0,140,209_AL_.jpg",The Last Winter,2006,N/A,101,"Horror, Mystery, Thriller",5.5,69,"9,618",$0.03M,"Sent to evaluate the environmental impact of oil drilling in the Arctic, James Hoffman clashes with the drilling crew's chief, who wants to get the job done.",Larry Fessenden,"Ron Perlman, James Le Gros, Connie Britton, Zach Gilford"
"https://m.media-amazon.com/images/M/MV5BZDE4MzJiZGItNmU4ZS00MWEzLWE2NjAtMWMzMzcwMDJhYmM4XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UY209_CR0,0,140,209_AL_.jpg",Le huitième jour,1996,N/A,118,"Comedy, Drama",7.5,^^^^^^,"9,927",$0.33M,An unusual and wonderful friendship develops between a busy but unhappy salesman and a resident of a mental asylum.,Jaco Van Dormael,"Daniel Auteuil, Pascal Duquenne, Miou-Miou, Henri Garcin"
"https://m.media-amazon.com/images/M/MV5BNDc3OWNlZDgtOGY2ZS00OWQ5LTg5M2EtMjEyMWIwOWI5Mjk0XkEyXkFqcGdeQXVyMTk5MjAyMjM@._V1_UY209_CR8,0,140,209_AL_.jpg",Tokyo!,2008,N/A,112,"Comedy, Drama, Fantasy",7,63,"11,529",$0.35M,A cinematic triptych of three Tokyo-set stories.,"Directors:Leos Carax, Michel Gondry, Bong Joon Ho","Ayako Fujitani, Ryo Kase, Ayumi Ito, Nao Ômori"
"https://m.media-amazon.com/images/M/MV5BNGE5ZGQ4MTUtYjFkMC00YzJkLWExODItOGIzYzMxZWFkN2Y3XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UY209_CR0,0,140,209_AL_.jpg",Martin,1977,N/A,95,"Drama, Horror",7,68,"12,108",$0.10M,"A young man, who believes himself to be a vampire, goes to live with his elderly and hostile cousin in a small Pennsylvania town where he tries to redeem his blood-craving urges.",George A. Romero,"John Amplas, Lincoln Maazel, Christine Forrest, Elyane Nadeau"
"https://m.media-amazon.com/images/M/MV5BMTczMzYxNTM5NF5BMl5BanBnXkFtZTgwNzE4MzgxMTE@._V1_UY209_CR0,0,140,209_AL_.jpg",The Fountainhead,1949,N/A,114,"Drama, Romance",7,^^^^^^,"10,688",*****,"An uncompromising, visionary architect struggles to maintain his integrity and individualism despite personal, professional and economic pressures to conform to popular standards.",King Vidor,"Gary Cooper, Patricia Neal, Raymond Massey, Kent Smith"
"https://m.media-amazon.com/images/M/MV5BYTU1YmQwYjgtMDBhNS00NzBhLWIyOWYtNDE1Y2QwNmIyZjFiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg",RocketMan,1997,PG,95,"Comedy, Family, Sci-Fi",5.8,^^^^^^,"10,170",$15.45M,Fred Z. Randall is a geeky spacecraft designer who gets the chance to make his dream come true and travel to Mars.,Stuart Gillard,"Harland Williams, Jessica Lundy, William Sadler, Jeffrey DeMunn"
"https://m.media-amazon.com/images/M/MV5BYWZjODg0ZDEtNTlkYi00Nzk3LThhM2YtMWMxMTkxNDliZmJhXkEyXkFqcGdeQXVyMjU5OTg5NDc@._V1_UY209_CR8,0,140,209_AL_.jpg",I due superpiedi quasi piatti,1977,N/A,115,"Action, Comedy, Adventure",7.1,^^^^^^,"12,323",*****,An attempted robbery turns to be an unexpected recruitment when two unemployed men mistakenly break into a police office instead of a store.,Enzo Barboni,"Terence Hill, Bud Spencer, David Huddleston, Luciano Catenacci"
"https://m.media-amazon.com/images/M/MV5BYjU3ZDZmOGYtZTdhYi00YmRjLTg0NDItM2ZlODRkNjczYjZhXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_UX140_CR0,0,140,209_AL_.jpg","Sorry, Wrong Number",1948,N/A,89,"Drama, Film-Noir, Mystery",7.3,^^^^^^,"12,015",*****,"While on the telephone, an invalid woman overhears what she thinks is a murder plot and attempts to prevent it.",Anatole Litvak,"Barbara Stanwyck, Burt Lancaster, Ann Richards, Wendell Corey"
"https://m.media-amazon.com/images/M/MV5BMTIwODM0NTA2NF5BMl5BanBnXkFtZTcwNzQ5NzAzMQ@@._V1_UY209_CR6,0,140,209_AL_.jpg",Mangal Pandey: The Rising,2005,U,150,"Biography, Drama, History",6.5,^^^^^^,"10,368",$0.87M,This is a film about the leader of the 1857 mutiny and his fight against the British rule.,Ketan Mehta,"Aamir Khan, Rani Mukerji, Toby Stephens, Coral Beed"
"https://m.media-amazon.com/images/M/MV5BYWQyMWRjMjctMzc1Mi00YjY4LTlhZDgtNDUzYjk3ZjQwZjllXkEyXkFqcGdeQXVyMTI5ODA1OTU0._V1_UY209_CR5,0,140,209_AL_.jpg",Tang shan da di zhen,2010,N/A,135,"Drama, History",7.5,^^^^^^,"9,565",$0.06M,The epic story of a family separated as a result of the Great Tangshan Earthquake of 1976.,Xiaogang Feng,"Daoming Chen, Chen Li, Yi Lu, Fan Xu"
"https://m.media-amazon.com/images/M/MV5BMTQyMzMyMTY2M15BMl5BanBnXkFtZTcwNzQ1Mzc3MQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",In Search of a Midnight Kiss,2007,N/A,90,"Comedy, Romance",7.2,64,"8,319",$0.17M,"Broke and alone on New Year's Eve, Wilson just wants to spend the rest of a very bad year in bed. But, when his best friend convinces him to post a personal ad, he meets a woman bent on finding the right guy to be with at midnight.",Alex Holdridge,"Scoot McNairy, Sara Simmonds, Brian McGuire, Kathleen Luong"
"https://m.media-amazon.com/images/M/MV5BMjE2NDI4NDAwNV5BMl5BanBnXkFtZTcwNTc5MTA0MQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",Gönül Yarasi,2005,N/A,142,Drama,7.8,^^^^^^,"10,296",*****,A single mother with a child meets a retired teacher who tries to keep pace with his new life and to protect them from her ex-husband.,Yavuz Turgul,"Meltem Cumbul, Sener Sen, Timuçin Esen, Güven Kiraç"
"https://m.media-amazon.com/images/M/MV5BMjY2MDNmYWEtNGMzNC00YjdlLTkxYTItNTk3Njk1YTBiNzk3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR3,0,140,209_AL_.jpg",Another Day in Paradise,1998,R,101,"Crime, Drama, Thriller",6.5,^^^^^^,"9,046",$1.03M,"In the hope of a big score, two junkie couples team up to commit various drug robberies which go disastrously wrong, leading to dissent, violence, and murder.",Larry Clark,"James Woods, Melanie Griffith, Vincent Kartheiser, Natasha Gregson Wagner"
"https://m.media-amazon.com/images/M/MV5BODUwYmY3ODUtOTE3Zi00OTEyLTkwOWEtZWE0MTAzYmNkNzI0XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UY209_CR1,0,140,209_AL_.jpg",Black Beauty,1994,U,88,"Adventure, Drama, Family",6.6,^^^^^^,"10,410",$4.63M,"The fates of horses, and the people who own and command them, are revealed as Black Beauty narrates the circle of his life.",Caroline Thompson,"Sean Bean, David Thewlis, Docs Keepin Time, Alan Cumming"
"https://m.media-amazon.com/images/M/MV5BZDBlNDcwN2QtODBhNy00OGI4LTkxZDUtMTEyMjllMTc4NmQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg",One False Move,1991,R,105,"Crime, Drama, Thriller",7.1,87,"13,094",$1.54M,A small town police chief awaits the arrival of a gang of killers.,Carl Franklin,"Bill Paxton, Billy Bob Thornton, Cynda Williams, Michael Beach"
"https://m.media-amazon.com/images/M/MV5BMjQyNjA0MjEzNl5BMl5BanBnXkFtZTcwNjkyNDU5Mw@@._V1_UY209_CR0,0,140,209_AL_.jpg",Red Hill,2010,R,95,"Drama, Thriller, Western",6.3,62,"8,967",$0.02M,A young police officer must survive his first day's duty in a small country town.,Patrick Hughes,"Ryan Kwanten, Steve Bisley, Tommy Lewis, Claire van der Boom"
"https://m.media-amazon.com/images/M/MV5BNmNlNTE4MTQtYmY3OS00Mzc0LTljNmQtYWNiOTFiNTYyOTFjXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UY209_CR6,0,140,209_AL_.jpg",Terkel i knibe,2004,N/A,77,"Animation, Comedy, Musical",7.1,^^^^^^,"11,414",$0.01M,Terkel is an average teenager whose life takes a turn for the worse when a girl who had a crush on him kills herself and an unknown maniac starts stalking him.,"Directors:Kresten Vestbjerg Andersen, Thorbjørn Christoffersen, Stefan Fjeldmark","Anders Matthesen, Kim Mattheson, Bill Bailey, Ben Bishop"
"https://m.media-amazon.com/images/M/MV5BMjZjZTdjYWYtNmZjNC00MDUzLThiNzMtMzgxYTFmMTk5MGJkXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_UY209_CR9,0,140,209_AL_.jpg",Forbrydelsens element,1984,N/A,104,"Crime, Drama, Thriller",6.7,66,"10,876",*****,A cop in a dystopian Europe investigates a serial killings suspect using controversial methods written by his now disgraced former mentor.,Lars von Trier,"Michael Elphick, Esmond Knight, Me Me Lai, Jerold Wells"
"https://m.media-amazon.com/images/M/MV5BMTIyNTQ2NDgwN15BMl5BanBnXkFtZTcwMTI2MjM3MQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",La terza madre,2007,R,102,"Drama, Horror, Thriller",5,52,"10,848",$0.06M,An American art student in Rome accidentally triggers the return of Mater Lachrymarum - the Third Mother - and must use her latent magical powers to end the witch's reign of terror.,Dario Argento,"Asia Argento, Cristian Solimeno, Adam James, Moran Atias"
"https://m.media-amazon.com/images/M/MV5BMjE2MTk4NzkzOF5BMl5BanBnXkFtZTgwNjk3OTAyODE@._V1_UY209_CR0,0,140,209_AL_.jpg",The Other Side of the Door,2016,R,96,"Horror, Thriller",5.3,41,"18,870",$2.99M,"After her young son is killed in a tragic accident, a woman learns of a ritual which will bring him back to say goodbye, but when she disobeys a sacred warning, she upsets the balance between life and death.",Johannes Roberts,"Sarah Wayne Callies, Jeremy Sisto, Sofia Rosinsky, Logan Creran"
"https://m.media-amazon.com/images/M/MV5BYjVhN2MyZjctNjRlMi00N2UwLWE2MmItZTMyY2FlN2NhZTU4XkEyXkFqcGdeQXVyMzYwMTkzNTQ@._V1_UY209_CR0,0,140,209_AL_.jpg",Mini's First Time,2006,R,91,"Comedy, Crime, Drama",5.8,45,"8,540",$0.05M,"A rebellious girl hooks up with an escort agency, where her stepfather is a client.",Nick Guthe,"Alec Baldwin, Nikki Reed, Carrie-Anne Moss, Jeff Goldblum"
"https://m.media-amazon.com/images/M/MV5BNTRhNjQzMmItZDMzMC00YjI1LWE5ZDktNDEzODBkYmJkYmNkXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_UY209_CR2,0,140,209_AL_.jpg",Panic,2000,R,88,"Comedy, Crime, Drama",6.7,77,"8,886",$0.78M,"Alex, a hit man, tries to get out of the family business, but his father won't let him do so. While seeking the help of a therapist, he meets a sexually charged 23-year-old woman with whom he falls in love.",Henry Bromell,"William H. Macy, Neve Campbell, John Ritter, Donald Sutherland"
"https://m.media-amazon.com/images/M/MV5BOTI1ZGNlZjctMzgwMi00YmRmLWI0YmUtMmZkN2JkOTY1MDJmXkEyXkFqcGdeQXVyODkxMTU1Njc@._V1_UY209_CR6,0,140,209_AL_.jpg",It's All About Love,2003,R,106,"Drama, Romance, Sci-Fi",5.3,32,"9,749",$0.01M,Two lovers attempt to save their relationship in a near-future world on the brink of cosmic collapse.,Thomas Vinterberg,"Joaquin Phoenix, Claire Danes, Sean Penn, Douglas Henshall"
"https://m.media-amazon.com/images/M/MV5BYzMxYzZjMDUtZjI3Ni00Y2M2LTllYWItNzJmZTJjMzkyYjlmXkEyXkFqcGdeQXVyODEzOTQwNTY@._V1_UX140_CR0,0,140,209_AL_.jpg",Hey Ram,2000,A,186,"Crime, Drama, History",7.9,^^^^^^,"13,623",$0.27M,Saketh Ram's wife is raped and killed during direct action day riots in Calcutta. He is convinced that Mahatma Gandhi is responsible for all the problems happening in the country and sets out to kill him.,Kamal Haasan,"Kamal Haasan, Shah Rukh Khan, Rani Mukerji, Hema Malini"
"https://m.media-amazon.com/images/M/MV5BMTIzNTFhNzktODI1NC00ODU5LTkyZGItOWU3MzM1ZmQ5ZGQxXkEyXkFqcGdeQXVyNzMxMzYyOTI@._V1_UY209_CR1,0,140,209_AL_.jpg",StreetDance 2,2012,UA,85,"Drama, Music, Romance",5.6,^^^^^^,"9,454",*****,"After suffering humiliation by the crew Invincible, street dancer Ash (Hentschel) looks to gather the best dancers from around the world for a rematch.","Directors:Max Giwa, Dania Pasquini","Falk Hentschel, Sofia Boutella, George Sampson, Stephanie Nguyen"
"https://m.media-amazon.com/images/M/MV5BOGM2MmVkNDMtNTgxNS00MGYzLTkyYTgtMjc4ZmQxOWNkZDcxL2ltYWdlXkEyXkFqcGdeQXVyMjIyMDk1Nzg@._V1_UY209_CR4,0,140,209_AL_.jpg",Le temps qui reste,2005,N/A,81,Drama,7.1,67,"9,157",$0.12M,"A fashion photographer with terminal cancer elects to die alone, preparing others to live past him rather than prolong the inevitable with chemotherapy or be smothered in sympathy by those who know him.",François Ozon,"Melvil Poupaud, Jeanne Moreau, Valeria Bruni Tedeschi, Daniel Duval"
"https://m.media-amazon.com/images/M/MV5BMTcwOTExNzg0MV5BMl5BanBnXkFtZTcwMDI3ODgyMQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",O Homem Que Copiava,2003,R,123,"Comedy, Crime, Drama",7.6,49,"10,922",$0.02M,A Brazilian photocopier operator falls in love with a girl who lives in an opposite house and spends his evenings looking at her through his binoculars.,Jorge Furtado,"Lázaro Ramos, Leandra Leal, Luana Piovani, Pedro Cardoso"
"https://m.media-amazon.com/images/M/MV5BN2M3MmFkZDYtYjA2MS00YTVkLTkxYmEtYTRhNDhmNjMyZjY5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR1,0,140,209_AL_.jpg",Home Fries,1998,PG-13,91,"Comedy, Drama, Romance",5.1,45,"8,808",$10.44M,Pregnant Sally unknowingly falls for the stepson of the deceased father of her baby and has to deal with his homicidal family.,Dean Parisot,"Drew Barrymore, Luke Wilson, Catherine O'Hara, Jake Busey"
"https://m.media-amazon.com/images/M/MV5BNTlkZGZkOTktODZiZi00Yzc2LThlYTYtYzNkMDE3ZmE2ZWM1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg",Vice Versa,1988,U,98,"Comedy, Fantasy",5.9,61,"10,345",$13.66M,"Divorced executive Marshall and his 11-year-old son Charlie casually touch a magical Tibetan skull, releasing a mysterious power that transfers Marshall's mind to Charlie's body and vice versa. Their problems have just begun.",Brian Gilbert,"Judge Reinhold, Fred Savage, Corinne Bohrer, Swoosie Kurtz"
"https://m.media-amazon.com/images/M/MV5BMTYyOTI3MzU3Ml5BMl5BanBnXkFtZTcwMTIxNjMxOA@@._V1_UY209_CR0,0,140,209_AL_.jpg",Poulet aux prunes,2011,PG-13,93,"Comedy, Drama",7,69,"9,839",$0.25M,"Since his beloved violin was broken, Nasser Ali Khan, one of the most renowned musicians of his day, has lost all taste for life. Finding no instrument worthy of replacing it, he decides to confine himself to bed to await death.","Directors:Vincent Paronnaud, Marjane Satrapi","Mathieu Amalric, Edouard Baer, Maria de Medeiros, Golshifteh Farahani"
"https://m.media-amazon.com/images/M/MV5BNzY5YTEzZTItOTY3OC00YWY0LWFhNDctZWY3YjZlZTM2OGQwXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX140_CR0,0,140,209_AL_.jpg",Tender Mercies,1983,U,92,"Drama, Music",7.3,76,"11,563",$8.44M,"A broken-down, middle-aged country singer gets a new wife, reaches out to his long-lost daughter, and tries to put his troubled life back together.",Bruce Beresford,"Robert Duvall, Tess Harper, Betty Buckley, Wilford Brimley"
"https://m.media-amazon.com/images/M/MV5BNzE3YjIxMDEtZTRlOS00YWFiLTg4MjktMmU5NGZlNmViODIzXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY209_CR4,0,140,209_AL_.jpg",Wong Fei Hung II: Nam yee tung chi keung,1992,UA,113,"Action, Adventure, Biography",7.3,^^^^^^,"10,383",*****,"Arriving by train in Guangzhou, 1895, the trio fight off White Lotus followers, who want to kill all foreigners and the cute, European dressed 13th Aunt. It's not kung fu master Dr. Wong's (Jet Li) last fight.",Hark Tsui,"Jet Li, Rosamund Kwan, Siu Chung Mok, David Chiang"
"https://m.media-amazon.com/images/M/MV5BMzI4YWIyOTMtZjI0ZS00ZjI5LTg3MDAtMWI0YmY2OThjMGI3XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX140_CR0,0,140,209_AL_.jpg",Mr. & Mrs. Smith,1941,N/A,95,"Comedy, Romance",6.3,^^^^^^,"11,062",*****,A couple who have been married for three years are shocked to learn that their marriage is not legally valid.,Alfred Hitchcock,"Carole Lombard, Robert Montgomery, Gene Raymond, Jack Carson"
"https://m.media-amazon.com/images/M/MV5BZjEzMGM5NWMtMjU3Yy00OGNmLWFlZWMtMjhlYzY5NzY2NGFkXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_UX140_CR0,0,140,209_AL_.jpg",Chi trova un amico trova un tesoro,1981,N/A,108,"Adventure, Comedy, Action",7.1,^^^^^^,"12,359",*****,"On a small pacific island, Alan and Charlie try to find a war treasure left behind by the Japanese army in World War II.",Sergio Corbucci,"Terence Hill, Bud Spencer, John Fujioka, Louise Bennett"
"https://m.media-amazon.com/images/M/MV5BMTgxMjMyMjU4OV5BMl5BanBnXkFtZTgwOTcwNTI3MDE@._V1_UX140_CR0,0,140,209_AL_.jpg",Smiley,2012,R,95,"Horror, Mystery, Thriller",3.4,25,"9,463",*****,"After discovering an urban legend of a demented serial killer, who has nothing but a carved ""smiley"" on his face, a mentally fragile teenager must figure out if she is going insane - or if she could be the next victim.",Michael J. Gallagher,"Caitlin Gerard, Melanie Papalia, Shane Dawson, Andrew James Allen"
